,preflop_action,board_flop,board_turn,board_river,aggressor_position,postflop_action,evaluation_at,available_moves,pot_size,hero_position,holding,correct_decision
1283,BTN/2.5bb/BB/call,TsKcAh,Jc,Jh,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/Jc/OOP_CHECK/IP_BET_16/OOP_CALL/dealcards/Jh/OOP_CHECK,River,"['Check', 'Bet 34']",41,IP,8h6h,Check
1284,UTG/2.0bb/CO/6.5bb/UTG/call,AcKs7d,2h,7c,IP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/2h/OOP_CHECK/IP_BET_12/OOP_RAISE_27,Turn,"['Fold', 'Call', 'Raise 51', 'Raise 90']",59,IP,KdQc,Raise 51
1285,BTN/2.5bb/BB/call,AcKs7d,2h,7c,OOP,OOP_CHECK/IP_CHECK/dealcards/2h/OOP_BET_4/IP_RAISE_13,Turn,"['Fold', 'Call', 'Raise 33']",22,OOP,Ad6d,Call
1286,UTG/2.0bb/BB/call,7d6c4h,Qs,5s,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/Qs/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/5s/OOP_CHECK/IP_BET_17,River,"['Fold', 'Call', 'Raise 54', 'Raise 89']",38,OOP,Tc9c,Fold
1287,CO/2.3bb/BB/call,Ks7h2d,6h,Th,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/6h/OOP_CHECK/IP_BET_11/OOP_RAISE_31/IP_CALL/dealcards/Th/OOP_CHECK,River,"['Check', 'Raise 64']",69,IP,As7s,Raise 64
1288,BTN/2.5bb/BB/call,4s4h3h,9s,Kc,OOP,OOP_CHECK/IP_CHECK/dealcards/9s/OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/Kc/OOP_CHECK,River,"['Check', 'Bet 10']",13,IP,AdJh,Check
1289,BTN/2.5bb/BB/call,Ad9h8h,3s,2c,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/3s/OOP_CHECK/IP_BET_10/OOP_CALL/dealcards/2c/OOP_CHECK,River,"['Check', 'Bet 25']",29,IP,Kc8d,Check
1290,BTN/2.5bb/BB/call,Th4c5d,Kd,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/Kd/OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/8c/OOP_CHECK,River,"['Check', 'Bet 23']",31,IP,Kh2h,Check
1291,HJ/2.0bb/BB/call,7d6c4h,5h,Kh,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/5h/OOP_CHECK/IP_BET_8/OOP_RAISE_23/IP_CALL/dealcards/Kh/OOP_CHECK/IP_BET_39/OOP_RAISE_74,River,"['Fold', 'Call']",164,IP,AcJd,Fold
1292,SB/3.0bb/BB/call,8h8cTc,As,Qd,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/As/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/Qd/OOP_CHECK,River,"['Check', 'Bet 20']",24,IP,Jh6h,Bet 20
1293,BTN/2.5bb/BB/call,Ad9h8h,2h,5c,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/2h/OOP_CHECK/IP_BET_16/OOP_CALL/dealcards/5c/OOP_CHECK/IP_BET_34/OOP_RAISE_77,River,"['Fold', 'Call']",152,IP,AcTd,Fold
1294,HJ/2.0bb/BB/call,9dTs8s,Jh,3c,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/Jh/OOP_CHECK/IP_BET_5/OOP_RAISE_16/IP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 29']",37,IP,AhTc,Bet 29
1295,BTN/2.5bb/BB/call,Ad9h8h,2h,Th,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/2h/OOP_BET_10,Turn,"['Fold', 'Call', 'Raise 32']",23,IP,QsJs,Fold
1296,HJ/2.0bb/BB/call,Jh4h5s,Kh,8d,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK/IP_BET_5,Turn,"['Fold', 'Call', 'Raise 14']",9,OOP,Qd5d,Fold
1297,HJ/2.0bb/CO/6.5bb/HJ/call,4s4h3h,Jh,8c,IP,OOP_CHECK/IP_BET_7/OOP_RAISE_16/IP_CALL/dealcards/Jh/OOP_BET_28,Turn,"['Fold', 'Call', 'Raise 77']",74,IP,AhQc,Raise 77
1298,CO/2.3bb/BTN/call,4s4h3h,Jh,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/Jh/OOP_CHECK/IP_BET_5,Turn,"['Fold', 'Call', 'Raise 16']",11,OOP,Ah5s,Raise 16
1299,UTG/2.0bb/BTN/call,Qc8cAc,Kh,3s,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/3s/OOP_BET_7/IP_RAISE_25,River,"['Fold', 'Call', 'Raise 67', 'Raise 94']",45,OOP,6s6c,Fold
1300,UTG/2.0bb/BTN/call,Qc8cAc,Kh,3s,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_BET_6/IP_CALL/dealcards/3s/OOP_CHECK,River,"['Check', 'Bet 13']",17,IP,KsQs,Check
1301,HJ/2.0bb/BTN/7.5bb/HJ/call,JcJh4s,Ts,8c,IP,OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/Ts/OOP_CHECK,Turn,"['Check', 'Bet 19', 'Bet 35']",32,IP,AdKd,Bet 19
1302,CO/2.3bb/BB/call,JcJh4s,4d,As,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/4d/OOP_CHECK/IP_BET_11/OOP_RAISE_31/IP_CALL/dealcards/As/OOP_CHECK/IP_RAISE_64,River,"['Fold', 'Call']",133,OOP,9s9h,Fold
1303,BTN/2.5bb/BB/call,QcAdKh,3d,Jc,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/3d/OOP_CHECK/IP_CHECK/dealcards/Jc/OOP_CHECK,River,"['Check', 'Bet 10']",13,IP,Ks8c,Bet 10
1304,CO/2.3bb/BTN/7.5bb/CO/call,5c5dAh,3h,2c,IP,OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/3h/OOP_CHECK/IP_BET_40/OOP_RAISE_82,Turn,"['Fold', 'Call']",158,IP,KcJd,Fold
1305,HJ/2.0bb/BB/call,Js8d3c,9d,Jd,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/9d/OOP_CHECK/IP_BET_5/OOP_RAISE_16/IP_CALL/dealcards/Jd/OOP_BET_19/IP_RAISE_81,River,"['Fold', 'Call']",137,OOP,8h8c,Fold
1306,UTG/2.0bb/BTN/call,7d6c4h,5h,3c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/5h/OOP_CHECK/IP_CHECK/dealcards/3c/OOP_CHECK/IP_BET_7,River,"['Fold', 'Call', 'Raise 22']",16,OOP,KhKc,Call
1307,HJ/2.0bb/BB/call,8h8cTc,As,Qd,OOP,OOP_CHECK/IP_CHECK/dealcards/As/OOP_BET_5/IP_CALL/dealcards/Qd/OOP_CHECK,River,"['Check', 'Bet 11']",14,IP,QsJs,Check
1308,HJ/2.0bb/BTN/call,7d6c4h,5h,Kh,OOP,OOP_BET_2/IP_CALL/dealcards/5h/OOP_CHECK,Turn,"['Check', 'Bet 7', 'Bet 11']",9,IP,TsTc,Check
1309,HJ/2.0bb/BB/call,6s8d7c,Js,Ac,OOP,OOP_CHECK/IP_CHECK/dealcards/Js/OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Ac/OOP_CHECK,River,"['Check', 'Bet 11']",14,IP,KhJc,Bet 11
1310,BTN/2.5bb/BB/call,JcJh4s,4d,3c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/4d/OOP_CHECK/IP_BET_11/OOP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 23']",29,IP,QhQc,Check
1311,CO/2.3bb/BTN/call,Ad9h8h,3s,2h,OOP,OOP_CHECK/IP_CHECK/dealcards/3s/OOP_CHECK/IP_CHECK/dealcards/2h/OOP_CHECK/IP_BET_5/OOP_RAISE_16,River,"['Fold', 'Call', 'Raise 41']",27,IP,AhJh,Raise 41
1312,CO/2.3bb/BB/13.5bb/CO/call,Ad9h8h,3s,2h,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/3s/OOP_CHECK/IP_BET_41/OOP_RAISE_81,Turn,"['Fold', 'Call']",159,IP,AcJc,Call
1313,HJ/2.0bb/BTN/call,QcAdKh,Ts,Tc,OOP,OOP_CHECK/IP_CHECK/dealcards/Ts/OOP_CHECK/IP_BET_4,Turn,"['Fold', 'Call', 'Raise 13']",9,OOP,AhQh,Call
1314,BTN/2.5bb/BB/call,JcJh4s,Ts,Qc,OOP,OOP_CHECK/IP_CHECK/dealcards/Ts/OOP_CHECK/IP_BET_4,Turn,"['Fold', 'Call', 'Raise 13']",9,OOP,Qs9s,Call
1315,HJ/2.0bb/BB/call,AcKs7d,2h,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/2h/OOP_BET_5/IP_RAISE_14/OOP_CALL/dealcards/3c/OOP_BET_16/IP_RAISE_58,River,"['Fold', 'Call', 'Raise 84']",106,OOP,Qh5h,Fold
1316,UTG/2.0bb/HJ/6.5bb/UTG/call,Qc8cAc,3c,Qh,IP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/3c/OOP_CHECK/IP_BET_12/OOP_RAISE_27,Turn,"['Fold', 'Call', 'Raise 51', 'Raise 90']",59,IP,As4s,Fold
1317,HJ/2.0bb/BB/call,Qc8cAc,3c,Qh,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/3c/OOP_BET_5/IP_CALL/dealcards/Qh/OOP_CHECK,River,"['Check', 'Bet 12']",15,IP,KsTd,Bet 12
1318,SB/3.0bb/BB/call,Qc8cAc,Kh,3s,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Kh/OOP_CHECK/IP_CHECK/dealcards/3s/OOP_CHECK/IP_BET_8/OOP_RAISE_25,River,"['Fold', 'Call', 'Raise 65', 'Raise 95']",43,IP,Ks9h,Fold
1319,CO/2.3bb/BB/call,6s8d7c,Js,Ac,OOP,OOP_CHECK/IP_CHECK/dealcards/Js/OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/Ac/OOP_CHECK,River,"['Check', 'Bet 23']",31,IP,Qs5s,Bet 23
1320,CO/2.3bb/BB/call,5c5dAh,5s,8c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/5s/OOP_CHECK/IP_BET_11/OOP_CALL/dealcards/8c/OOP_CHECK,River,"['Check', 'Bet 23']",29,IP,QsJd,Check
1321,UTG/2.0bb/HJ/6.5bb/UTG/call,Th3s2d,Ac,3h,IP,OOP_BET_3/IP_CALL/dealcards/Ac/OOP_BET_12,Turn,"['Fold', 'Call', 'Raise 27']",32,IP,AhQs,Raise 27
1322,HJ/2.0bb/BB/call,Th3s2d,Ac,Qc,OOP,OOP_CHECK,Flop,"['Check', 'Bet 3']",4,IP,QsJs,Bet 3
1323,BTN/2.5bb/SB/12.0bb/BTN/call,Ad9h8h,3s,2h,OOP,OOP_BET_5/IP_RAISE_17,Flop,"['Fold', 'Call', 'Raise 36', 'Raise 88']",47,OOP,AhJc,Call
1324,HJ/2.0bb/BB/call,5c2d3h,Td,4c,OOP,OOP_CHECK/IP_CHECK/dealcards/Td/OOP_CHECK/IP_BET_5/OOP_RAISE_14/IP_CALL/dealcards/4c/OOP_CHECK,River,"['Check', 'Bet 24']",32,IP,JhJd,Check
1325,CO/2.3bb/BTN/call,Jh4h5s,Kh,8d,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/8d/OOP_BET_11/IP_RAISE_40,River,"['Fold', 'Call', 'Raise 89']",73,OOP,JdTh,Raise 89
1326,CO/2.3bb/BTN/call,JcJh4s,4d,3c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/4d/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/3c/OOP_CHECK/IP_BET_20,River,"['Fold', 'Call', 'Raise 87']",44,OOP,Ah9d,Fold
1327,BTN/2.5bb/BB/call,5c5dAh,5s,Td,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/5s/OOP_CHECK/IP_BET_7/OOP_CALL/dealcards/Td/OOP_CHECK,River,"['Check', 'Bet 17']",21,IP,Kh2h,Check
1328,UTG/2.0bb/BTN/call,9s7s4c,Ah,Ts,OOP,OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/Ah/OOP_CHECK/IP_BET_39/OOP_RAISE_85,Turn,"['Fold', 'Call']",155,IP,KcTc,Fold
1329,CO/2.3bb/BB/call,Td6h4h,8d,2c,OOP,OOP_CHECK/IP_CHECK/dealcards/8d/OOP_CHECK/IP_CHECK/dealcards/2c/OOP_CHECK/IP_BET_4,River,"['Fold', 'Call', 'Raise 13']",9,OOP,QcTs,Raise 13
1330,UTG/2.0bb/BB/call,7d6c4h,5h,3c,OOP,OOP_CHECK/IP_BET_1/OOP_RAISE_5/IP_CALL/dealcards/5h/OOP_BET_11/IP_RAISE_35,Turn,"['Fold', 'Call', 'Raise 93']",60,OOP,6s6h,Call
1331,CO/2.3bb/BB/call,Js8d3c,9d,Jd,OOP,OOP_CHECK/IP_BET_2/OOP_RAISE_8/IP_CALL/dealcards/9d/OOP_BET_16,Turn,"['Fold', 'Call', 'Raise 51', 'Raise 89']",37,IP,AhQc,Fold
1332,HJ/2.0bb/BB/call,5c2d3h,Td,4c,OOP,OOP_CHECK/IP_CHECK/dealcards/Td/OOP_CHECK/IP_BET_5/OOP_RAISE_14/IP_CALL/dealcards/4c/OOP_CHECK/IP_BET_24,River,"['Fold', 'Call', 'Raise 84']",56,OOP,Kc9d,Fold
1333,HJ/2.0bb/BB/call,Jh4h5s,Kh,6h,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_BET_3/IP_CALL/dealcards/6h/OOP_CHECK/IP_BET_8/OOP_RAISE_25,River,"['Fold', 'Call', 'Raise 65', 'Raise 95']",43,IP,Ad8d,Fold
1334,CO/2.3bb/BTN/call,5c2d3h,Ad,Td,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Ad/OOP_CHECK/IP_BET_8/OOP_RAISE_25/IP_CALL/dealcards/Td/OOP_BET_30,River,"['Fold', 'Call', 'Raise 70']",88,IP,9s9h,Fold
1335,HJ/2.0bb/BB/call,JcJh4s,Ts,8c,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/Ts/OOP_BET_8/IP_RAISE_23/OOP_CALL/dealcards/8c/OOP_BET_26/IP_RAISE_74,River,"['Fold', 'Call']",151,OOP,8d5d,Fold
1336,BTN/2.5bb/BB/13.0bb/BTN/call,JsKs5d,Jd,4d,OOP,OOP_CHECK/IP_BET_13,Flop,"['Fold', 'Call', 'Raise 30', 'Raise 87']",39,OOP,AsAc,Raise 30
1337,CO/2.3bb/BB/call,9s7s4c,Ah,Ts,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/Ah/OOP_CHECK/IP_BET_10/OOP_RAISE_32/IP_CALL/dealcards/Ts/OOP_CHECK,River,"['Check', 'Raise 61']",73,IP,As8h,Raise 61
1338,HJ/2.0bb/BB/call,9dTs8s,Jh,Ac,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/Jh/OOP_BET_8/IP_RAISE_23/OOP_CALL/dealcards/Ac/OOP_CHECK,River,"['Check', 'Bet 39', 'Raise 74']",51,IP,QcJs,Check
1339,HJ/2.0bb/BTN/7.5bb/HJ/call,5c5dAh,5s,8c,IP,OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/5s/OOP_CHECK/IP_BET_35/OOP_RAISE_84,Turn,"['Fold', 'Call']",151,IP,AdKs,Call
1340,UTG/2.0bb/CO/6.5bb/UTG/call,JsKs5d,8h,3c,IP,OOP_CHECK/IP_BET_7/OOP_CALL/dealcards/8h/OOP_BET_17,Turn,"['Fold', 'Call', 'Raise 37', 'Raise 86']",45,IP,KdJd,Raise 86
1341,HJ/2.0bb/CO/6.5bb/HJ/call,JsKs5d,8h,3c,IP,OOP_CHECK/IP_BET_7/OOP_RAISE_16/IP_CALL/dealcards/8h/OOP_CHECK,Turn,"['Check', 'Bet 28', 'Bet 51']",46,IP,AcJc,Bet 51
1342,UTG/2.0bb/BTN/call,Th3s2d,Ac,Qc,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/Ac/OOP_CHECK/IP_CHECK/dealcards/Qc/OOP_CHECK,River,"['Check', 'Bet 10']",13,IP,AdJd,Check
1343,SB/3.0bb/BB/call,Ks7h2d,6h,4h,OOP,OOP_CHECK/IP_CHECK/dealcards/6h/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/4h/OOP_CHECK,River,"['Check', 'Bet 17']",22,IP,3h3c,Check
1344,CO/2.3bb/BB/call,Qc8cAc,Kh,Jh,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK/IP_BET_6/OOP_CALL/dealcards/Jh/OOP_CHECK,River,"['Check', 'Bet 13']",17,IP,AdTs,Check
1345,HJ/2.0bb/BB/call,QcAdKh,3d,Jc,OOP,OOP_CHECK/IP_CHECK/dealcards/3d/OOP_CHECK/IP_BET_5/OOP_RAISE_14/IP_CALL/dealcards/Jc/OOP_CHECK,River,"['Check', 'Bet 24']",32,IP,Tc8c,Bet 24
1346,BTN/2.5bb/BB/call,8h8cTc,Kc,2h,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Kc/OOP_CHECK/IP_CHECK/dealcards/2h/OOP_CHECK,River,"['Check', 'Bet 7']",9,IP,Ac8d,Bet 7
1347,UTG/2.0bb/BTN/call,Th3s2d,Ac,Qc,OOP,OOP_CHECK/IP_CHECK/dealcards/Ac/OOP_BET_6/IP_CALL/dealcards/Qc/OOP_CHECK/IP_BET_13,River,"['Fold', 'Call', 'Raise 41']",30,OOP,TsTc,Raise 41
1348,BTN/2.5bb/BB/call,Td6h4h,8d,2c,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/8d/OOP_CHECK/IP_BET_10/OOP_CALL/dealcards/2c/OOP_CHECK,River,"['Check', 'Bet 25']",29,IP,5s5h,Check
1349,SB/3.0bb/BB/call,Td6h4h,Kh,2h,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_BET_5/IP_CALL/dealcards/2h/OOP_BET_8/IP_RAISE_29,River,"['Fold', 'Call', 'Raise 92']",53,OOP,2d2c,Fold
1350,HJ/2.0bb/BB/call,Ad8d3d,9d,Ah,OOP,OOP_BET_1/IP_RAISE_5/OOP_CALL/dealcards/9d/OOP_CHECK,Turn,"['Check', 'Bet 11', 'Bet 18']",14,IP,7s7d,Check
1351,SB/3.0bb/BB/call,Td6h4h,8d,2c,OOP,OOP_BET_5/IP_CALL/dealcards/8d/OOP_CHECK/IP_BET_20,Turn,"['Fold', 'Call', 'Raise 57', 'Raise 92']",36,OOP,Ah7s,Fold
1352,CO/2.3bb/BTN/call,Qc8cAc,3c,Qh,OOP,OOP_CHECK/IP_CHECK/dealcards/3c/OOP_CHECK/IP_CHECK/dealcards/Qh/OOP_BET_3/IP_RAISE_11,River,"['Fold', 'Call', 'Raise 29']",20,OOP,Ah5h,Fold
1353,HJ/2.0bb/BB/call,Th4c5d,7s,As,OOP,OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/7s/OOP_CHECK/IP_BET_18,Turn,"['Fold', 'Call', 'Raise 58', 'Raise 88']",42,OOP,7h5h,Raise 58
1354,BTN/2.5bb/BB/call,7d6c4h,Qs,7c,OOP,OOP_CHECK/IP_CHECK/dealcards/Qs/OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/7c/OOP_CHECK,River,"['Check', 'Bet 10']",13,IP,Kd8d,Check
1355,CO/2.3bb/BB/call,5c5dAh,5s,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/5s/OOP_BET_4/IP_CALL/dealcards/8c/OOP_BET_7,River,"['Fold', 'Call', 'Raise 25']",20,IP,AdKd,Call
1356,CO/2.3bb/BB/call,5c2d3h,Ad,Td,OOP,OOP_CHECK/IP_CHECK/dealcards/Ad/OOP_CHECK/IP_BET_6/OOP_RAISE_17/IP_CALL/dealcards/Td/OOP_CHECK/IP_BET_29/OOP_RAISE_80,River,"['Fold', 'Call']",148,IP,Ah8c,Fold
1357,UTG/2.0bb/BTN/7.5bb/UTG/call,5c5dAh,5s,8c,IP,OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/5s/OOP_BET_40,Turn,"['Fold', 'Call', 'Raise 82']",76,IP,Ad8d,Raise 82
1358,HJ/2.0bb/CO/6.5bb/HJ/call,TsKcAh,2d,3c,IP,OOP_BET_7/IP_RAISE_16/OOP_CALL/dealcards/2d/OOP_CHECK/IP_BET_51/OOP_RAISE_77,Turn,"['Fold', 'Call']",174,IP,AcTc,Call
1359,SB/3.0bb/BB/call,5c2d3h,Td,Qc,OOP,OOP_BET_2/IP_RAISE_9/OOP_CALL/dealcards/Td/OOP_BET_18/IP_RAISE_58,Turn,"['Fold', 'Call', 'Raise 88']",100,OOP,Ad7d,Raise 88
1360,SB/3.0bb/BB/call,Th4c5d,Kd,Qh,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Kd/OOP_CHECK/IP_BET_12/OOP_CALL/dealcards/Qh/OOP_CHECK,River,"['Check', 'Bet 30']",35,IP,Kc9s,Check
1361,HJ/2.0bb/BB/call,8h8cTc,As,Qd,OOP,OOP_CHECK/IP_CHECK/dealcards/As/OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Qd/OOP_BET_7/IP_RAISE_25,River,"['Fold', 'Call', 'Raise 67', 'Raise 93']",46,OOP,5s3s,Fold
1362,UTG/2.0bb/BTN/call,Js8d3c,Kd,Ah,OOP,OOP_CHECK/IP_CHECK/dealcards/Kd/OOP_BET_4/IP_RAISE_13,Turn,"['Fold', 'Call', 'Raise 33']",22,OOP,AhKc,Call
1363,HJ/2.0bb/BB/call,Td6h4h,Kh,2h,OOP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/Kh/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/2h/OOP_CHECK/IP_BET_20,River,"['Fold', 'Call', 'Raise 87']",43,OOP,Qd9d,Fold
1364,CO/2.3bb/BTN/call,JcJh4s,4d,3c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/4d/OOP_CHECK/IP_CHECK/dealcards/3c/OOP_BET_5/IP_RAISE_18,River,"['Fold', 'Call', 'Raise 48']",33,OOP,QhTc,Fold
1365,CO/2.3bb/BTN/call,Ks7h2d,6h,4h,OOP,OOP_CHECK/IP_CHECK/dealcards/6h/OOP_BET_8/IP_RAISE_23/OOP_CALL/dealcards/4h/OOP_CHECK/IP_BET_39,River,"['Fold', 'Call', 'Raise 74']",91,OOP,JdTh,Fold
1366,HJ/2.0bb/BTN/call,9dTs8s,5d,2d,OOP,OOP_CHECK/IP_BET_2/OOP_RAISE_8/IP_CALL/dealcards/5d/OOP_CHECK,Turn,"['Check', 'Bet 16', 'Bet 26']",21,IP,AdJd,Check
1367,HJ/2.0bb/BB/call,JsKs5d,8h,5c,OOP,OOP_CHECK/IP_CHECK/dealcards/8h/OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/5c/OOP_CHECK/IP_BET_8,River,"['Fold', 'Call', 'Raise 25']",18,OOP,9h5h,Raise 25
1368,BTN/2.5bb/BB/call,QcAdKh,3d,Jc,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/3d/OOP_CHECK/IP_CHECK/dealcards/Jc/OOP_BET_7/IP_RAISE_25,River,"['Fold', 'Call', 'Raise 67', 'Raise 93']",45,OOP,JdTs,Raise 67
1369,UTG/2.0bb/BTN/call,5c2d3h,Td,Qc,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Td/OOP_CHECK/IP_CHECK/dealcards/Qc/OOP_BET_5,River,"['Fold', 'Call', 'Raise 18']",14,IP,JhJc,Call
1370,UTG/2.0bb/HJ/6.5bb/UTG/call,Th3s2d,5d,3c,IP,OOP_CHECK/IP_BET_7/OOP_CALL/dealcards/5d/OOP_CHECK/IP_BET_31/OOP_RAISE_62,Turn,"['Fold', 'Call', 'Raise 86']",121,IP,JdJc,Raise 86
1371,HJ/2.0bb/BTN/call,Td6h4h,Kh,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK/IP_CHECK/dealcards/8c/OOP_BET_3,River,"['Fold', 'Call', 'Raise 10']",8,IP,KdQd,Call
1372,BTN/2.5bb/BB/call,9s7s4c,6s,3c,OOP,OOP_CHECK,Flop,"['Check', 'Bet 4']",5,IP,AdQd,Check
1373,BTN/2.5bb/BB/call,Ks7h2d,6h,Th,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/6h/OOP_CHECK/IP_BET_11/OOP_RAISE_31/IP_CALL/dealcards/Th/OOP_CHECK,River,"['Check', 'Raise 64']",69,IP,KcTs,Check
1374,CO/2.3bb/BB/call,AcKs7d,2h,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/2h/OOP_BET_6/IP_RAISE_17,Turn,"['Fold', 'Call', 'Raise 43']",28,OOP,QcTc,Fold
1375,CO/2.3bb/SB/11.5bb/CO/call,Td6h4h,Kh,2h,OOP,OOP_CHECK/IP_BET_12/OOP_CALL/dealcards/Kh/OOP_CHECK/IP_BET_29,Turn,"['Fold', 'Call', 'Raise 76']",77,OOP,JhTh,Raise 76
1376,BTN/2.5bb/BB/call,QcAdKh,3d,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/3d/OOP_BET_6/IP_CALL/dealcards/8c/OOP_CHECK,River,"['Check', 'Bet 13']",17,IP,As7s,Check
1377,CO/2.3bb/BTN/call,Th4c5d,Kd,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/Kd/OOP_CHECK/IP_BET_8,Turn,"['Fold', 'Call', 'Raise 23']",14,OOP,QsJs,Raise 23
1378,BTN/2.5bb/BB/call,Js8d3c,9d,Jd,OOP,OOP_CHECK/IP_CHECK/dealcards/9d/OOP_BET_6/IP_RAISE_17/OOP_CALL/dealcards/Jd/OOP_CHECK,River,"['Check', 'Bet 29']",39,IP,Qh4h,Check
1379,HJ/2.0bb/BB/call,9dTs8s,5d,2d,OOP,OOP_CHECK/IP_CHECK/dealcards/5d/OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/2d/OOP_CHECK,River,"['Check', 'Bet 8']",10,IP,Qs9s,Check
1380,HJ/2.0bb/BB/call,9dTs8s,5d,2s,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/5d/OOP_BET_5/IP_CALL/dealcards/2s/OOP_BET_8,River,"['Fold', 'Call', 'Raise 29']",23,IP,KsKc,Call
1381,UTG/2.0bb/BB/call,7d6c4h,Qs,5s,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/Qs/OOP_CHECK/IP_BET_5/OOP_RAISE_16/IP_CALL/dealcards/5s/OOP_BET_19/IP_RAISE_81,River,"['Fold', 'Call']",137,OOP,9h7h,Fold
1382,SB/3.0bb/BB/call,Th4c5d,Kd,Qh,OOP,OOP_CHECK/IP_CHECK/dealcards/Kd/OOP_BET_8/IP_CALL/dealcards/Qh/OOP_CHECK,River,"['Check', 'Bet 17']",22,IP,Qs9d,Check
